"series","region","subregion","ICES_ecoregion","country","station_code","station_name","station_long_name","latitude","longitude","MSTAT","WLTYP","determinand","determinand_group","species","matrix","basis","unit","sex","metoa","mammal_group","shape","colour","n_year_all","n_year_fit","n_year_positive","first_year_all","first_year_fit","last_year","p_nonlinear","p_linear","p_overall","p_linear_trend","linear_trend","p_recent_trend","recent_trend","detectable_trend","mean_last_year","climit_last_year","BAC_type","BAC_value","BAC_diff","BAC_achieved","BAC_below","EAC_type","EAC_value","EAC_diff","EAC_achieved","EAC_below","HQS","HQS_diff","HQS_achieved","HQS_below"
"Norway_80B Munkholmen HG Gadus morhua MU Not_applicable","1","Norwegian Sea","Norwegian Sea","Norway","4843","80B Munkholmen","80B Trondheim harbour",63.44563,10.37173,"RH","CF","HG","Metals","Gadus morhua","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",12,12,12,2009,2009,2020,,0.3326,0.3326,0.3326,2.4,0.3326,2.4,11.7,113.01832901945245,150.32479678119262,,,,,,"EQS.OSPAR",20,130.32479678119262,3000,"above",500,-349.6752032188074,2020,"below"
"Norway_91A2 Ørland ytre Trondheimsfjord HG Mytilus edulis SB Not_applicable","1","Norwegian Sea","Norwegian Sea","Norway","4855","91A2 Ørland ytre Trondheimsfjord","91A2 Ørland area, Outer Trondheimsfjord",63.65144,9.56386,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","blue",6,6,6,2015,2015,2020,,0.086,0.086,0.086,-8.2,0.086,-8.2,7.4,50.270170136587616,66.7192766645821,"BAC",90,-23.280723335417903,2020,"below","EQS.OSPAR",121.95121951219514,-55.23194284761304,2020,"below",3048.7804878048782,-2982.061211140296,2020,"below"
"Norway_96B Helgelandskysten area by Sandnessjøen HG Gadus morhua MU Not_applicable","1","Norwegian Sea","Norwegian Sea","Norway","4856","96B Helgelandskysten area by Sandnessjøen","96B Sandnessjøen area",66.04437,12.50355,"RH","CF","HG","Metals","Gadus morhua","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2013,2013,2020,,0.5996,0.5996,0.5996,2.1,0.5996,2.1,10.7,68.03876775008301,94.44576789774148,,,,,,"EQS.OSPAR",20,74.44576789774148,3000,"above",500,-405.55423210225854,2020,"below"
"Norway_I969 Bjørnbærviken (B9) HG Mytilus edulis SB Not_applicable","1","Norwegian Sea","Norwegian Sea","Norway","4774","I969 Bjørnbærviken (B9)","I969 Bjørnbærviken, Inner Ransfjord",66.28017,14.049,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","blue",12,5,5,2002,2016,2020,,0.0326,0.0326,0.0326,11.2,0.0326,11.2,4.6,54.46576490723648,67.67049958258254,"BAC",90,-22.329500417417464,2020,"below","EQS.OSPAR",121.95121951219514,-54.2807199296126,2020,"below",3048.7804878048782,-2981.1099882222957,2020,"below"
"France_Ambleteuse HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1305","Ambleteuse","Boulogne Canche Authie Somme",50.81,1.59333,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,11,2005,2005,2020,4e-4,0.0252,0,0.0013,4.9,0.0013,4.9,7.7,202.91146115243768,257.09347314467385,"BAC",90,167.09347314467385,3000,"above","EQS.OSPAR",121.95121951219514,135.1422536324787,3000,"above",3048.7804878048782,-2791.6870146602046,2020,"below"
"France_Antifer - digue HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1316","Antifer - digue","Estuaire et baie de Seine",49.65,0.15167,"RH","CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",16,16,16,2005,2005,2020,0.0017,6e-4,0,1e-4,6.5,1e-4,6.5,9,245.24808312998962,316.68595012809425,"BAC",90,226.68595012809425,3000,"above","EQS.OSPAR",121.95121951219514,194.7347306158991,3000,"above",3048.7804878048782,-2732.094537676784,2020,"below"
"France_Authie nord HG Cerastoderma edule SB Not_applicable","2","Channel","Greater North Sea","France","12176","Authie nord","Boulogne Canche Authie Somme",50.3724550456,1.5873364348,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,0,2016,2016,2016,,,,,,,,,180,,,,,,,"EQS.OSPAR",111.11111111111111,68.88888888888889,,,2777.777777777778,-2597.777777777778,2016,
"France_Baie St Michel est 6 HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1876","Baie St Michel est 6","Baie du Mont St Michel (Cancale)",48.69833,-1.61967,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",10,10,10,2011,2011,2020,,0.0047,0.0047,0.0047,10.7,0.0047,10.7,11.3,109.99998548849302,148.86875824920267,"BAC",90,58.86875824920267,3000,"above","EQS.OSPAR",121.95121951219514,26.917538737007533,2020,"above",3048.7804878048782,-2899.9117295556757,2020,"below"
"France_Bdv Grandcamp est HG Crassostrea gigas SB Not_applicable","2","Channel","Greater North Sea","France","12145","Bdv Grandcamp est","Estuaire et baie de Seine",49.3947306443,-1.0731909721,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",3,3,3,2017,2017,2019,,,,,,,,13.7,159.65812419278356,280.71595334678733,,,,,,"EQS.OSPAR",111.11111111111111,169.60484223567622,,,2777.777777777778,-2497.0618244309903,2019,
"France_Bdv Grandcamp Ouest HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1374","Bdv Grandcamp Ouest","Estuaire et baie de Seine",49.38767,-1.09883,"RH~RP","CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",16,16,16,2005,2005,2020,0,0.161,0,0.0409,2.4,0.0409,2.4,8.5,135.37409507444644,171.9098549318772,"BAC",90,81.90985493187719,3000,"above","EQS.OSPAR",121.95121951219514,49.958635419682054,3000,"above",3048.7804878048782,-2876.870632873001,2020,"below"
"France_Berck Bellevue HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1381","Berck Bellevue","Boulogne Canche Authie Somme",50.42667,1.56167,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,11,2005,2005,2020,2e-4,3e-4,0,0,5.9,0,5.9,6.1,133.48011496967226,160.9889523848117,"BAC",90,70.98895238481171,3000,"above","EQS.OSPAR",121.95121951219514,39.03773287261657,3000,"above",3048.7804878048782,-2887.7915354200663,2020,"below"
"France_Brévands ouest HG Cerastoderma edule SB Not_applicable","2","Channel","Greater North Sea","France","12177","Brévands ouest","Baie des Veys et St Vaast",49.3663956697,-1.1483583413,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,1,2016,2016,2019,,,,,,,,,133,,,,,,,"EQS.OSPAR",111.11111111111111,21.888888888888886,,,2777.777777777778,-2644.777777777778,2019,
"France_Bréville HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1409","Bréville","Ouest Cotentin",48.88833,-1.58333,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",13,13,13,2005,2005,2020,0.0088,9e-4,0,2e-4,8.1,2e-4,8.1,10.2,156.93484991053754,213.25545327134694,"BAC",90,123.25545327134694,3000,"above","EQS.OSPAR",121.95121951219514,91.3042337591518,3000,"above",3048.7804878048782,-2835.525034533531,2020,"below"
"France_Cap de la Hève HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1436","Cap de la Hève","Estuaire et baie de Seine",49.50833,0.06333,"RH","CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,9,9,2005,2005,2017,,0.8581,0.8581,0.8581,0.4,0.8581,0.4,11,130.62675637220417,169.13405096773778,"BAC",90,79.13405096773778,3000,"above","EQS.OSPAR",121.95121951219514,47.18283145554264,3000,"above",3048.7804878048782,-2879.6464368371403,2017,"below"
"France_Chausey HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1456","Chausey","Baie du Mont St Michel (Cancale)",48.8785,-1.768,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,12,2009,2009,2020,,0.0013,0.0013,0.0013,11.3,0.0013,11.3,13.8,168.9056797246698,235.2107965214466,"BAC",90,145.2107965214466,3000,"above","EQS.OSPAR",121.95121951219514,113.25957700925147,3000,"above",3048.7804878048782,-2813.5696912834314,2020,"below"
"France_Dannes HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","12179","Dannes","Boulogne Canche Authie Somme",50.5958333,1.57095,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",1,1,0,2016,2016,2016,,,,,,,,,110.00000000000004,,"BAC",90,20.000000000000043,,,"EQS.OSPAR",121.95121951219514,-11.951219512195095,2016,,3048.7804878048782,-2938.7804878048782,2016,
"France_Fermanville HG Crassostrea gigas SB Not_applicable","2","Channel","Greater North Sea","France","1877","Fermanville","Cherbourg",49.696,-1.45133,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",6,6,6,2011,2011,2018,,0.0743,0.0743,0.0743,7.1,0.0743,7.1,8.2,203.004985005551,285.77553123595584,,,,,,"EQS.OSPAR",111.11111111111111,174.66442012484472,3000,"above",2777.777777777778,-2492.002246541822,2018,"below"
"France_Franceville Oiseaux HG Cerastoderma edule SB Not_applicable","2","Channel","Greater North Sea","France","12150","Franceville Oiseaux","Estuaire et baie de Seine",49.2862375582,-0.2308379071,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2017,2017,2020,,,,,,,,,130.99999999999994,,,,,,,"EQS.OSPAR",111.11111111111111,19.88888888888883,,,2777.777777777778,-2646.777777777778,2020,
"France_Goury HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1878","Goury","Ouest Cotentin",49.716,-1.9465,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,9,9,2011,2011,2020,,0.8872,0.8872,0.8872,0.5,0.8872,0.5,13.9,122.50821391491371,182.50779799133682,"BAC",90,92.50779799133682,3000,"above","EQS.OSPAR",121.95121951219514,60.55657847914168,3000,"above",3048.7804878048782,-2866.2726898135415,2020,"below"
"France_Grande rade de Cherbourg HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1581","Grande rade de Cherbourg","Cherbourg",49.67167,-1.62,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",15,15,15,2005,2005,2019,,0.0086,0.0086,0.0086,3.9,0.0086,3.9,9.3,161.39000193094694,195.9131297328696,"BAC",90,105.9131297328696,3000,"above","EQS.OSPAR",121.95121951219514,73.96191022067447,3000,"above",3048.7804878048782,-2852.8673580720088,2019,"below"
"France_hauteville sur mer HG Cerastoderma edule SB Not_applicable","2","Channel","Greater North Sea","France","12151","hauteville sur mer","Ouest Cotentin",48.9722218869443,-1.57499999999999,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","green",1,1,1,2017,2017,2017,,,,,,,,,110.00000000000004,,,,,,,"EQS.OSPAR",111.11111111111111,-1.1111111111110716,2017,,2777.777777777778,-2667.777777777778,2017,
"France_Le Moulard HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1721","Le Moulard","Estuaire et baie de Seine",49.66,-1.23167,"RH","CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",15,15,15,2005,2005,2020,,0.0579,0.0579,0.0579,2.1,0.0579,2.1,8.1,177.28114413808467,209.47679523933982,"BAC",90,119.47679523933982,3000,"above","EQS.OSPAR",121.95121951219514,87.52557572714468,3000,"above",3048.7804878048782,-2839.3036925655383,2020,"below"
"France_Meuvaines ouest HG Crassostrea gigas SB Not_applicable","2","Channel","Greater North Sea","France","1881","Meuvaines ouest","Calvados",49.35017,-0.56583,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2017,2017,2020,,,,,,,,10.3,171.81453415067367,231.219799532126,,,,,,"EQS.OSPAR",111.11111111111111,120.10868842101488,,,2777.777777777778,-2546.5579782456516,2020,
"France_Meuvaines ouest HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1881","Meuvaines ouest","Calvados",49.35017,-0.56583,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",10,10,10,2011,2011,2020,,0.0153,0.0153,0.0153,6.8,0.0153,6.8,8.9,161.23334271924065,204.635856709309,"BAC",90,114.635856709309,3000,"above","EQS.OSPAR",121.95121951219514,82.68463719711386,3000,"above",3048.7804878048782,-2844.1446310955694,2020,"below"
"France_Morsalines HG Crassostrea gigas SB Not_applicable","2","Channel","Greater North Sea","France","1882","Morsalines","Baie des Veys et St Vaast",49.56733,-1.28867,"RH~RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",10,10,10,2011,2011,2020,,0.591,0.591,0.591,1.6,0.591,1.6,11.1,180.8650849456406,243.33235535242252,,,,,,"EQS.OSPAR",111.11111111111111,132.2212442413114,3000,"above",2777.777777777778,-2534.4454224253554,2020,"below"
"France_Ouistreham HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","2024","Ouistreham","Estuaire et baie de Seine",49.295,-0.24667,"RH","CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",16,16,16,2005,2005,2020,1e-4,0.01,0,3e-4,4.2,3e-4,4.2,7.2,172.45970125132544,211.02957762744418,"BAC",90,121.02957762744418,3000,"above","EQS.OSPAR",121.95121951219514,89.07835811524905,3000,"above",3048.7804878048782,-2837.750910177434,2020,"below"
"France_Oye plage HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","2026","Oye plage","Dunkerque et Calais",51.00333,2,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",12,12,11,2005,2005,2020,,0.1416,0.1416,0.1416,2.1,0.1416,2.1,10,115.32474461542239,143.36824352209268,"BAC",90,53.36824352209268,3000,"above","EQS.OSPAR",121.95121951219514,21.417024009897546,2020,"above",3048.7804878048782,-2905.4122442827857,2020,"below"
"France_Pirou Bergerie Sud HG Crassostrea gigas SB Not_applicable","2","Channel","Greater North Sea","France","2047","Pirou Bergerie Sud","Ouest Cotentin",49.14833,-1.59967,"RP","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",3,3,3,2017,2017,2019,,,,,,,,6.1,159.76904177477556,205.73881018739738,,,,,,"EQS.OSPAR",111.11111111111111,94.62769907628626,,,2777.777777777778,-2572.0389675903803,2019,
"France_Pirou Nord HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","2048","Pirou Nord","Ouest Cotentin",49.18333,-1.615,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",15,15,15,2005,2005,2020,,7e-4,7e-4,7e-4,3.8,7e-4,3.8,7.5,114.32912014153041,133.6461777904832,"BAC",90,43.64617779048319,3000,"above","EQS.OSPAR",121.95121951219514,11.694958278288055,2020,"above",3048.7804878048782,-2915.134310014395,2020,"below"
"France_Pointe de St Quentin HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1168","Pointe de St Quentin","Boulogne Canche Authie Somme",50.275,1.525,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",12,12,11,2005,2005,2020,5e-4,0.0145,0,5e-4,5.4,5e-4,5.4,7.5,141.6002807848716,177.92164702380032,"BAC",90,87.92164702380032,3000,"above","EQS.OSPAR",121.95121951219514,55.97042751160518,3000,"above",3048.7804878048782,-2870.858840781078,2020,"below"
"France_Port en Bessin HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1210","Port en Bessin","Estuaire et baie de Seine",49.35167,-0.74833,"RH~RP","CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",15,15,15,2005,2005,2020,,0.1025,0.1025,0.1025,2.4,0.1025,2.4,10.5,155.13978137814905,192.10042622789788,"BAC",90,102.10042622789788,3000,"above","EQS.OSPAR",121.95121951219514,70.14920671570275,3000,"above",3048.7804878048782,-2856.6800615769803,2020,"below"
"France_R11 Somme sud HG Cerastoderma edule SB Not_applicable","2","Channel","Greater North Sea","France","12198","R11 Somme sud","Boulogne Canche Authie Somme",50.2059503571,1.5870077282,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2016,2016,2016,,,,,,,,,239.99999999999997,,,,,,,"EQS.OSPAR",111.11111111111111,128.88888888888886,,,2777.777777777778,-2537.777777777778,2016,
"France_R6 Somme nord HG Cerastoderma edule SB Not_applicable","2","Channel","Greater North Sea","France","12199","R6 Somme nord","Boulogne Canche Authie Somme",50.2337842757,1.5698399261,"RH","C","HG","Metals","Cerastoderma edule","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2016,2016,2019,,,,,,,,,235,,,,,,,"EQS.OSPAR",111.11111111111111,123.88888888888889,,,2777.777777777778,-2542.777777777778,2019,
"France_St Germain de Varreville HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1295","St Germain de Varreville","Baie des Veys et St Vaast",49.45267,-1.20833,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","green",12,12,12,2009,2009,2020,,0.0326,0.0326,0.0326,4.4,0.0326,4.4,9.4,93.17336045346974,116.54559899278247,"BAC",90,26.545598992782473,3000,"above","EQS.OSPAR",121.95121951219514,-5.405620519412665,2020,"above",3048.7804878048782,-2932.234888812096,2020,"below"
"France_Varengeville HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1839","Varengeville","Pays de Caux (Dieppe et Fécamp)",49.92167,0.98333,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",13,13,13,2005,2005,2020,,0.0862,0.0862,0.0862,2.5,0.0862,2.5,10.2,189.66331552164294,234.4043963898266,"BAC",90,144.4043963898266,3000,"above","EQS.OSPAR",121.95121951219514,112.45317687763145,3000,"above",3048.7804878048782,-2814.3760914150516,2020,"below"
"France_Veules les roses HG Crassostrea gigas SB Not_applicable","2","Channel","Greater North Sea","France","12164","Veules les roses","Pays de Caux (Dieppe et Fécamp)",49.8785671018,0.7884500384,"RH","C","HG","Metals","Crassostrea gigas","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2017,2017,2020,,,,,,,,6.4,202.92138896201448,243.7585649907482,,,,,,"EQS.OSPAR",111.11111111111111,132.64745387963708,,,2777.777777777778,-2534.0192127870296,2020,
"France_Villers sur mer HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1847","Villers sur mer","Pays de Caux (Dieppe et Fécamp)",49.33667,-0.00167,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",11,11,11,2010,2010,2020,,0.0011,0.0011,0.0011,13.1,0.0011,13.1,13.3,167.1150904809744,233.73721121453673,"BAC",90,143.73721121453673,3000,"above","EQS.OSPAR",121.95121951219514,111.78599170234159,3000,"above",3048.7804878048782,-2815.0432765903415,2020,"below"
"France_Villerville HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1848","Villerville","Estuaire et baie de Seine",49.405,0.125,"RH~RP","CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",16,16,16,2005,2005,2020,2e-4,0.8996,2e-4,0.0143,3.2,0.0143,3.2,6.7,271.19096451205996,348.09401708753654,"BAC",90,258.09401708753654,3000,"above","EQS.OSPAR",121.95121951219514,226.1427975753414,3000,"above",3048.7804878048782,-2700.6864707173418,2020,"below"
"France_Yport HG Mytilus edulis SB Not_applicable","2","Channel","Greater North Sea","France","1883","Yport","Pays de Caux (Dieppe et Fécamp)",49.74033,0.30767,"RH~RP","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,9,9,2011,2011,2020,,0.061,0.061,0.061,6.7,0.061,6.7,11.4,551.8982433775824,759.5601100413115,"BAC",90,669.5601100413115,3000,"above","EQS.OSPAR",121.95121951219514,637.6088905291164,3000,"above",3048.7804878048782,-2289.220377763567,2020,"below"
"United Kingdom_EastChan_ECInterE_fi01 HG Limanda limanda LI Not_applicable","2","Channel","Greater North Sea","United Kingdom","7074","EastChan_ECInterE_fi01","Rye Bay",50.8667,0.8083,"RH","MO","HG","Metals","Limanda limanda","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",8,8,8,2006,2006,2019,,0.3472,0.3472,0.3472,-4.9,0.3472,-4.9,25.3,62.27738914741637,141.71976365305417,,,,,,"EQS.OSPAR",20,121.71976365305417,2042,"above",,,,
"United Kingdom_EastChan_ECInterE_fi01 HG Limanda limanda MU Not_applicable","2","Channel","Greater North Sea","United Kingdom","7074","EastChan_ECInterE_fi01","Rye Bay",50.8667,0.8083,"RH","MO","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",14,14,14,1999,1999,2019,,0.6748,0.6748,0.6748,-0.5,0.6748,-0.5,11.2,67.38529365660766,89.11402283025136,,,,,,"EQS.OSPAR",20,69.11402283025136,2252,"above",500,-410.8859771697486,2019,"below"
